{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Monterrey', 'destination_state': 'NL', 'destination_country': 'Mexico', 'destination_postal': '64000', 'destination_lat': 25.68661, 'destination_lon': -100.31612, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 980.29},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Detroit', 'destination_state': 'MI', 'destination_country': 'USA', 'destination_postal': '48226', 'destination_lat': 42.33143, 'destination_lon': -83.04575, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 1499.02},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 504.16},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 892.83},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'LTL', 'equipment_type': 'Straight Truck', 'rate': 1714.64},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 1229.55},
{'origin_city': 'Calgary', 'origin_state': 'AB', 'origin_country': 'Canada', 'origin_postal': 'T2P 1J9', 'origin_lat': 51.0447, 'origin_lon': -114.0719, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 2799.55},
{'origin_city': 'Guadalajara', 'origin_state': 'JA', 'origin_country': 'Mexico', 'origin_postal': '44100', 'origin_lat': 20.6597, 'origin_lon': -103.3496, 'destination_city': 'Monterrey', 'destination_state': 'NL', 'destination_country': 'Mexico', 'destination_postal': '64000', 'destination_lat': 25.68661, 'destination_lon': -100.31612, 'service_type': 'LTL', 'equipment_type': 'Reefer', 'rate': 1739.46},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 1949.03},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 2819.96},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 510.5},
{'origin_city': 'Mexico City', 'origin_state': 'CMX', 'origin_country': 'Mexico', 'origin_postal': '01000', 'origin_lat': 19.4326, 'origin_lon': -99.1332, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 2485.39},
{'origin_city': 'Montreal', 'origin_state': 'QC', 'origin_country': 'Canada', 'origin_postal': 'H2Y 1C6', 'origin_lat': 45.5017, 'origin_lon': -73.5673, 'destination_city': 'Detroit', 'destination_state': 'MI', 'destination_country': 'USA', 'destination_postal': '48226', 'destination_lat': 42.33143, 'destination_lon': -83.04575, 'service_type': 'LTL', 'equipment_type': 'Straight Truck', 'rate': 951.14},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'LTL', 'equipment_type': 'Straight Truck', 'rate': 1129.64},
{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'LTL', 'equipment_type': 'Reefer', 'rate': 925.12},
{'origin_city': 'Los Angeles', 'origin_state': 'CA', 'origin_country': 'USA', 'origin_postal': '90001', 'origin_lat': 34.0522, 'origin_lon': -118.2437, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 1984.3},
{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 1132.74},
{'origin_city': 'Calgary', 'origin_state': 'AB', 'origin_country': 'Canada', 'origin_postal': 'T2P 1J9', 'origin_lat': 51.0447, 'origin_lon': -114.0719, 'destination_city': 'Monterrey', 'destination_state': 'NL', 'destination_country': 'Mexico', 'destination_postal': '64000', 'destination_lat': 25.68661, 'destination_lon': -100.31612, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 1810.89},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 2987.05},
{'origin_city': 'Calgary', 'origin_state': 'AB', 'origin_country': 'Canada', 'origin_postal': 'T2P 1J9', 'origin_lat': 51.0447, 'origin_lon': -114.0719, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 1005.51},
{'origin_city': 'Los Angeles', 'origin_state': 'CA', 'origin_country': 'USA', 'origin_postal': '90001', 'origin_lat': 34.0522, 'origin_lon': -118.2437, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 1337.12},
{'origin_city': 'Vancouver', 'origin_state': 'BC', 'origin_country': 'Canada', 'origin_postal': 'V6B 2Y5', 'origin_lat': 49.2827, 'origin_lon': -123.1207, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 523.42},
{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Calgary', 'destination_state': 'AB', 'destination_country': 'Canada', 'destination_postal': 'T2P 1J9', 'destination_lat': 51.0447, 'destination_lon': -114.0719, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 1521.24},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'LTL', 'equipment_type': 'Dry Van', 'rate': 2963.32},
{'origin_city': 'Guadalajara', 'origin_state': 'JA', 'origin_country': 'Mexico', 'origin_postal': '44100', 'origin_lat': 20.6597, 'origin_lon': -103.3496, 'destination_city': 'Toronto', 'destination_state': 'ON', 'destination_country': 'Canada', 'destination_postal': 'M5H 2N2', 'destination_lat': 43.65107, 'destination_lon': -79.347015, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 1592.59},
{'origin_city': 'Houston', 'origin_state': 'TX', 'origin_country': 'USA', 'origin_postal': '77002', 'origin_lat': 29.7604, 'origin_lon': -95.3698, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'LTL', 'equipment_type': 'Sprinter', 'rate': 1859.4},
{'origin_city': 'Guadalajara', 'origin_state': 'JA', 'origin_country': 'Mexico', 'origin_postal': '44100', 'origin_lat': 20.6597, 'origin_lon': -103.3496, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 1700.68},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 2743.17},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'LTL', 'equipment_type': 'Reefer', 'rate': 1717.27},
{'origin_city': 'Vancouver', 'origin_state': 'BC', 'origin_country': 'Canada', 'origin_postal': 'V6B 2Y5', 'origin_lat': 49.2827, 'origin_lon': -123.1207, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'LTL', 'equipment_type': 'Reefer', 'rate': 2760.63},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'LTL', 'equipment_type': 'Sprinter', 'rate': 1636.55},
{'origin_city': 'Calgary', 'origin_state': 'AB', 'origin_country': 'Canada', 'origin_postal': 'T2P 1J9', 'origin_lat': 51.0447, 'origin_lon': -114.0719, 'destination_city': 'Detroit', 'destination_state': 'MI', 'destination_country': 'USA', 'destination_postal': '48226', 'destination_lat': 42.33143, 'destination_lon': -83.04575, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 2105.84},
{'origin_city': 'Mexico City', 'origin_state': 'CMX', 'origin_country': 'Mexico', 'origin_postal': '01000', 'origin_lat': 19.4326, 'origin_lon': -99.1332, 'destination_city': 'Chicago', 'destination_state': 'IL', 'destination_country': 'USA', 'destination_postal': '60601', 'destination_lat': 41.8781, 'destination_lon': -87.6298, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 2746.39},
{'origin_city': 'Vancouver', 'origin_state': 'BC', 'origin_country': 'Canada', 'origin_postal': 'V6B 2Y5', 'origin_lat': 49.2827, 'origin_lon': -123.1207, 'destination_city': 'Monterrey', 'destination_state': 'NL', 'destination_country': 'Mexico', 'destination_postal': '64000', 'destination_lat': 25.68661, 'destination_lon': -100.31612, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 2743.45},
{'origin_city': 'Monterrey', 'origin_state': 'NL', 'origin_country': 'Mexico', 'origin_postal': '64000', 'origin_lat': 25.68661, 'origin_lon': -100.31612, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'LTL', 'equipment_type': 'Flatbed', 'rate': 1812.71},
{'origin_city': 'Los Angeles', 'origin_state': 'CA', 'origin_country': 'USA', 'origin_postal': '90001', 'origin_lat': 34.0522, 'origin_lon': -118.2437, 'destination_city': 'Chicago', 'destination_state': 'IL', 'destination_country': 'USA', 'destination_postal': '60601', 'destination_lat': 41.8781, 'destination_lon': -87.6298, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 2638.05},
{'origin_city': 'Chicago', 'origin_state': 'IL', 'origin_country': 'USA', 'origin_postal': '60601', 'origin_lat': 41.8781, 'origin_lon': -87.6298, 'destination_city': 'Mexico City', 'destination_state': 'CMX', 'destination_country': 'Mexico', 'destination_postal': '01000', 'destination_lat': 19.4326, 'destination_lon': -99.1332, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 2057.7},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'LTL', 'equipment_type': 'Sprinter', 'rate': 925.75},
{'origin_city': 'Detroit', 'origin_state': 'MI', 'origin_country': 'USA', 'origin_postal': '48226', 'origin_lat': 42.33143, 'origin_lon': -83.04575, 'destination_city': 'Los Angeles', 'destination_state': 'CA', 'destination_country': 'USA', 'destination_postal': '90001', 'destination_lat': 34.0522, 'destination_lon': -118.2437, 'service_type': 'FTL', 'equipment_type': 'Reefer', 'rate': 1248.39},
{'origin_city': 'Mexico City', 'origin_state': 'CMX', 'origin_country': 'Mexico', 'origin_postal': '01000', 'origin_lat': 19.4326, 'origin_lon': -99.1332, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'FTL', 'equipment_type': 'Flatbed', 'rate': 2498.83},
{'origin_city': 'Guadalajara', 'origin_state': 'JA', 'origin_country': 'Mexico', 'origin_postal': '44100', 'origin_lat': 20.6597, 'origin_lon': -103.3496, 'destination_city': 'Houston', 'destination_state': 'TX', 'destination_country': 'USA', 'destination_postal': '77002', 'destination_lat': 29.7604, 'destination_lon': -95.3698, 'service_type': 'LTL', 'equipment_type': 'Sprinter', 'rate': 2246.52},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Vancouver', 'destination_state': 'BC', 'destination_country': 'Canada', 'destination_postal': 'V6B 2Y5', 'destination_lat': 49.2827, 'destination_lon': -123.1207, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 2682.84},
{'origin_city': 'Los Angeles', 'origin_state': 'CA', 'origin_country': 'USA', 'origin_postal': '90001', 'origin_lat': 34.0522, 'origin_lon': -118.2437, 'destination_city': 'Guadalajara', 'destination_state': 'JA', 'destination_country': 'Mexico', 'destination_postal': '44100', 'destination_lat': 20.6597, 'destination_lon': -103.3496, 'service_type': 'FTL', 'equipment_type': 'Sprinter', 'rate': 2651.79},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Detroit', 'destination_state': 'MI', 'destination_country': 'USA', 'destination_postal': '48226', 'destination_lat': 42.33143, 'destination_lon': -83.04575, 'service_type': 'FTL', 'equipment_type': 'Dry Van', 'rate': 650.57},
{'origin_city': 'Toronto', 'origin_state': 'ON', 'origin_country': 'Canada', 'origin_postal': 'M5H 2N2', 'origin_lat': 43.65107, 'origin_lon': -79.347015, 'destination_city': 'Montreal', 'destination_state': 'QC', 'destination_country': 'Canada', 'destination_postal': 'H2Y 1C6', 'destination_lat': 45.5017, 'destination_lon': -73.5673, 'service_type': 'FTL', 'equipment_type': 'Straight Truck', 'rate': 705.34},
